captureDate,captureTimestampCentral,sourceName,sourceUrl,sourcePublishedDate,sourceRank,sourcePlayerName,sourceTeam,sourcePosition,sourceAge,sourcePlayerId,sourceMlbamId,rawRankType,rawLevel,rawNotes
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,1,Shohei Ohtani,LAD,TWP,31,,,Roto,,pointsRank=1; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,120,Michael King,SD,SP,30,,,Roto,,pointsRank=138; change=-49; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,121,Zack Wheeler,PHI,SP,35,,,Roto,,pointsRank=119; change=-85; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,122,Kyle Bradish,BAL,SP,29,,,Roto,,pointsRank=192; change=243; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,123,Bubba Chandler,PIT,SP,23,,,Roto,MLB,pointsRank=102; change=-26; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,124,Nick Pivetta,SD,SP,32,,,Roto,,pointsRank=111; change=65; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,125,Spencer Torkelson,DET,1B,26,,,Roto,,pointsRank=143; change=72; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,126,MacKenzie Gore,WSH,SP,26,,,Roto,,pointsRank=124; change=-51; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,127,Pablo Lopez,MIN,SP,29,,,Roto,,pointsRank=165; change=-50; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,128,Josh Hader,HOU,RP,31,,,Roto,,pointsRank=181; change=-17; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,129,Mike Trout,LAA,RF,34,,,Roto,,pointsRank=162; change=5; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,130,Ceddanne Rafaela,BOS,CF,25,,,Roto,,pointsRank=125; change=11; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,131,Emmet Sheehan,LAD,SP,26,,,Roto,,pointsRank=174; change=295; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,132,Nick Lodolo,CIN,SP,27,,,Roto,,pointsRank=132; change=68; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,133,Jacob Wilson,ATH,SS,23,,,Roto,,pointsRank=144; change=-42; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,134,Trey Yesavage,TOR,SP,22,,,Roto,MLB,pointsRank=96; change=227; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,135,Addison Barger,TOR,3B,26,,,Roto,,pointsRank=155; change=69; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,136,Jac Caglianone,KC,RF,22,,,Roto,,pointsRank=134; change=-56; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,137,Roki Sasaki,LAD,SP,24,,,Roto,,pointsRank=209; change=-22; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,138,Jose Altuve,HOU,LF,35,,,Roto,,pointsRank=135; change=-12; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,139,Jo Adell,LAA,CF,26,,,Roto,,pointsRank=147; change=169; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,140,Jonathan Aranda,TB,1B,27,,,Roto,,pointsRank=191; change=25; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,141,Sandy Alcantara,MIA,SP,30,,,Roto,,pointsRank=148; change=55; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,142,Teoscar Hernandez,LAD,RF,33,,,Roto,,pointsRank=173; change=-57; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,143,Nico Hoerner,CHC,2B,28,,,Roto,,pointsRank=145; change=28; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,144,Ryan Pepiot,TB,SP,28,,,Roto,,pointsRank=153; change=35; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,145,Eugenio Suarez,SEA,3B,34,,,Roto,,pointsRank=157; change=62; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,146,Heliot Ramos,SF,LF,26,,,Roto,,pointsRank=161; change=-8; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,147,Matt Chapman,SF,3B,32,,,Roto,,pointsRank=178; change=17; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,148,Aidan Miller,PHI,SS,21,,,Roto,AAA,pointsRank=109; change=143; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,149,Carson Benge,NYM,OF,22,,,Roto,AAA,pointsRank=128; change=337; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,150,Gavin Williams,CLE,SP,26,,,Roto,,pointsRank=156; change=75; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,151,Sal Stewart,CIN,3B,22,,,Roto,MLB,pointsRank=120; change=108; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,152,Luis Pena,MIL,SS,19,,,Roto,A+,pointsRank=127; change=-59; eta=2028
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,153,Ivan Herrera,STL,C,25,,,Roto,,pointsRank=180; change=-30; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,154,Jackson Jobe,DET,SP,23,,,Roto,,pointsRank=229; change=58; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,155,George Lombard,NYY,SS,20,,,Roto,,pointsRank=56; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,156,Jared Jones,PIT,SP,24,,,Roto,,pointsRank=146; change=35; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,157,Luis Robert Jr.,CWS,CF,28,,,Roto,,pointsRank=164; change=-28; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,158,Travis Bazzana,CLE,2B,23,,,Roto,AAA,pointsRank=130; change=-42; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,159,Drew Rasmussen,TB,SP,30,,,Roto,,pointsRank=171; change=143; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,160,Tatsuya Imai,FA,SP,27,,,Roto,,pointsRank=149; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,161,Cam Schlittler,NYY,SP,24,,,Roto,,pointsRank=224; change=283; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,162,Thomas White,MIA,SP,21,,,Roto,AAA,pointsRank=133; change=220; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,163,Devin Williams,NYM,RP,31,,,Roto,,pointsRank=225; change=67; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,164,Royce Lewis,MIN,3B,26,,,Roto,,pointsRank=179; change=-18; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,165,Shane Baz,TB,SP,26,,,Roto,,pointsRank=172; change=54; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,166,Eduardo Quintero,LAD,OF,20,,,Roto,A+,pointsRank=142; change=12; eta=2028
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,167,Ozzie Albies,ATL,2B,28,,,Roto,,pointsRank=163; change=-67; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,168,Robbie Ray,SF,SP,34,,,Roto,,pointsRank=166; change=38; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,169,Jasson Dominguez,NYY,LF,22,,,Roto,,pointsRank=216; change=-95; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,170,Steven Kwan,CLE,LF,28,,,Roto,,pointsRank=159; change=-82; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,171,Bryce Miller,SEA,SP,27,,,Roto,,pointsRank=227; change=-27; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,172,Raisel Iglesias,ATL,RP,35,,,Roto,,pointsRank=231; change=238; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,173,Kris Bubic,KC,SP,28,,,Roto,,pointsRank=194; change=-41; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,174,Bryce Rainer,DET,SS,20,,,Roto,A,pointsRank=136; change=96; eta=2028
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,175,Noelvi Marte,CIN,3B,24,,,Roto,,pointsRank=200; change=106; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,176,Carlos Rodon,NYY,SP,33,,,Roto,,pointsRank=152; change=-66; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,177,Adley Rutschman,BAL,C,27,,,Roto,,pointsRank=207; change=-82; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,178,Shota Imanaga,CHC,SP,32,,,Roto,,pointsRank=203; change=-77; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,179,Kerry Carpenter,DET,RF,28,,,Roto,,pointsRank=206; change=-42; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,180,Payton Tolle,BOS,SP,23,,,Roto,MLB,pointsRank=168; change=211; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,181,Shane Bieber,TOR,SP,30,,,Roto,,pointsRank=277; change=93; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,182,Dylan Crews,WSH,RF,23,,,Roto,,pointsRank=199; change=-68; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,183,Kyle Manzardo,CLE,1B,25,,,Roto,,pointsRank=220; change=60; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,184,Edward Cabrera,MIA,SP,27,,,Roto,,pointsRank=198; change=161; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,185,Grayson Rodriguez,LAA,SP,26,,,Roto,,pointsRank=182; change=-52; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,186,Ranger Suarez,PHI,SP,30,,,Roto,,pointsRank=186; change=102; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,187,Kevin Gausman,TOR,SP,34,,,Roto,,pointsRank=184; change=52; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,188,Luis Castillo,SEA,SP,33,,,Roto,,pointsRank=195; change=-30; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,189,Kristian Campbell,BOS,2B,23,,,Roto,,pointsRank=248; change=-122; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,190,Josue De Paula,LAD,CF,20,,,Roto,AA,pointsRank=169; change=-43; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,191,Yandy Diaz,TB,1B,34,,,Roto,,pointsRank=188; change=53; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,192,Corbin Burnes,AZ,SP,31,,,Roto,,pointsRank=272; change=30; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,193,Wilyer Abreu,BOS,RF,26,,,Roto,,pointsRank=245; change=-21; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,194,Colson Montgomery,CWS,SS,23,,,Roto,,pointsRank=273; change=173; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,195,Jakob Marsee,MIA,CF,24,,,Roto,,pointsRank=284; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,196,Daylen Lile,WSH,RF,23,,,Roto,,pointsRank=260; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,197,Nathan Eovaldi,TEX,SP,35,,,Roto,,pointsRank=230; change=23; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,198,Cam Smith,HOU,RF,22,,,Roto,,pointsRank=250; change=-45; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,199,Cade Horton,CHC,SP,24,,,Roto,,pointsRank=256; change=47; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,200,Sal Frelick,MIL,RF,25,,,Roto,,pointsRank=236; change=136; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,201,Justin Steele,CHC,SP,30,,,Roto,,pointsRank=314; change=122; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,202,Kade Anderson,SEA,SP,21,,,Roto,ROK,pointsRank=176; change=26; eta=2027
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,203,Sonny Gray,BOS,SP,36,,,Roto,,pointsRank=197; change=-20; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,204,Tanner Bibee,CLE,SP,26,,,Roto,,pointsRank=213; change=-83; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,205,David Bednar,NYY,RP,31,,,Roto,,pointsRank=296; change=200; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,206,Chandler Simpson,TB,CF,25,,,Roto,,pointsRank=228; change=39; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,207,Marcelo Mayer,BOS,3B,23,,,Roto,,pointsRank=266; change=-51; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,208,Ethan Holliday,COL,SS,18,,,Roto,A,pointsRank=193; change=-95; eta=2029
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,209,Ian Happ,CHC,LF,31,,,Roto,,pointsRank=259; change=-22; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,210,Aaron Nola,PHI,SP,32,,,Roto,,pointsRank=282; change=-33; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,211,Brandon Woodruff,MIL,SP,32,,,Roto,,pointsRank=300; change=38; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,212,Brandon Nimmo,TEX,LF,32,,,Roto,,pointsRank=254; change=17; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,213,Taylor Ward,BAL,LF,32,,,Roto,,pointsRank=252; change=56; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,214,Yainer Diaz,HOU,C,27,,,Roto,,pointsRank=232; change=-84; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,215,George Springer,TOR,RF,36,,,Roto,,pointsRank=253; change=86; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,216,Gerrit Cole,NYY,SP,35,,,Roto,,pointsRank=210; change=1; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,217,Kyle Teel,CWS,C,23,,,Roto,,pointsRank=313; change=24; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,218,Ryan Helsley,BAL,RP,31,,,Roto,,pointsRank=312; change=8; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,219,Willson Contreras,STL,1B,33,,,Roto,,pointsRank=274; change=-76; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,220,Mickey Moniak,COL,RF,27,,,Roto,,pointsRank=263; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,221,Eli Willits,WSH,SS,18,,,Roto,A,pointsRank=222; change=-48; eta=2029
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,222,Brenton Doyle,COL,CF,27,,,Roto,,pointsRank=226; change=-47; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,223,Daulton Varsho,TOR,CF,29,,,Roto,,pointsRank=301; change=143; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,224,Zyhir Hope,LAD,CF,20,,,Roto,AA,pointsRank=201; change=-105; eta=2027
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,225,Andrew Painter,PHI,SP,22,,,Roto,MLB,pointsRank=205; change=-127; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,226,Xavier Edwards,MIA,SS,26,,,Roto,,pointsRank=257; change=-3; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,227,Jonah Tong,NYM,SP,22,,,Roto,MLB,pointsRank=189; change=-18; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,228,Rainiel Rodriguez,STL,C,18,,,Roto,A+,pointsRank=261; change=221; eta=2028
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,229,Lazaro Montes,SEA,OF,21,,,Roto,AA,pointsRank=196; change=-39; eta=2026
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,230,Josue Briceno,DET,C,21,,,Roto,AA,pointsRank=214; change=-22; eta=2027
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,231,Hurston Waldrep,ATL,SP,23,,,Roto,,pointsRank=325; change=0; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,232,Robby Snelling,MIA,SP,21,,,Roto,AAA,pointsRank=204; change=208; eta=2025
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,233,Dansby Swanson,CHC,SS,31,,,Roto,,pointsRank=267; change=-1; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,234,Colton Cowser,BAL,LF,25,,,Roto,,pointsRank=285; change=-94; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,235,Andrew Abbott,CIN,SP,26,,,Roto,,pointsRank=275; change=55; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,236,Jett Williams,NYM,SS,22,,,Roto,AAA,pointsRank=233; change=69; eta=2025
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,237,Ezequiel Tovar,COL,SS,24,,,Roto,,pointsRank=281; change=-106; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,238,Alejandro Kirk,TOR,C,27,,,Roto,,pointsRank=289; change=133; eta=
2026-06-11,2026-06-10T22:17:38-05:00,FantraxHQ,https://www.fantraxhq.com/fantasy-baseball-dynasty-rankings/,2026-02-23,239,Coby Mayo,BAL,1B,24,,,Roto,,pointsRank=309; change=-57; eta=
