mlbamId,player,normalizedName,team,position,age,dynastyCompositePct,dynastyCompositeRank,sourceCoverage,sourcesRanked,disagreementPctStdDev,rankStdDev,rankRange,bestSource,bestRank,worstSource,worstRank,highestSourcePct,lowestSourcePct,compositeConfidence,contextLabels,fantasyprosRank,fantasyprosDepth,fantasyprosPct,rotowireRank,rotowireDepth,rotowirePct,fantraxRank,fantraxDepth,fantraxPct,rotoballerRank,rotoballerDepth,rotoballerPct,harryknowsballRank,harryknowsballDepth,harryknowsballPct
666200,Jesus Luzardo,jesus luzardo,PHI,SP,,0.678273,95,3,fantasypros|fantrax|rotoballer,0.094179,15.107,37,RotoBaller Eric Cross,79,FantasyPros,116,0.811395,0.60804,medium coverage,Neutral Context,116,300,0.615385,,,,97,510,0.811395,79,200,0.60804,,,
805811,Bryce Eldridge,bryce eldridge,SF,1B,,0.670715,96,3,fantasypros|fantrax|rotoballer,0.158392,18.08,41,FantasyPros,70,RotoBaller Eric Cross,111,0.795678,0.447236,medium coverage,Neutral Context,70,300,0.769231,,,,105,510,0.795678,111,200,0.447236,,,
519242,Chris Sale,chris sale,ATL,SP,,0.669994,97,2,fantasypros|fantrax,0.164977,32.0,64,FantraxHQ,85,FantasyPros,149,0.834971,0.505017,medium coverage,Neutral Context,149,300,0.505017,,,,85,510,0.834971,,,,,,
628452,Raisel Iglesias,raisel iglesias,ATL,RP,,0.664047,98,1,fantrax,0.0,0.0,0,FantraxHQ,172,FantraxHQ,172,0.664047,0.664047,one-source flyer,One-Source Flyer,,,,,,,172,510,0.664047,,,,,,
702056,Trey Yesavage,trey yesavage,TOR,SP,,0.661875,99,3,fantasypros|fantrax|rotoballer,0.06132,28.577,65,RotoBaller Eric Cross,69,FantraxHQ,134,0.738703,0.588629,medium coverage,Neutral Context,124,300,0.588629,,,,134,510,0.738703,69,200,0.658291,,,
656302,Dylan Cease,dylan cease,TOR,SP,,0.659747,100,3,fantasypros|fantrax|rotoballer,0.127564,29.337,67,RotoBaller Eric Cross,76,FantasyPros,143,0.831041,0.525084,medium coverage,Neutral Context,143,300,0.525084,,,,87,510,0.831041,76,200,0.623116,,,
691016,Tyler Soderstrom,tyler soderstrom,ATH,OF,24,0.657039,101,3,fantasypros|fantrax|rotoballer,0.150693,16.76,40,FantraxHQ,74,FantasyPros,114,0.856582,0.492462,medium coverage,Neutral Context,114,300,0.622074,,,,74,510,0.856582,102,200,0.492462,,,
621439,Byron Buxton,byron buxton,MIN,OF,32,0.655107,102,3,fantasypros|fantrax|rotoballer,0.122119,8.524,19,FantraxHQ,94,FantasyPros,113,0.817289,0.522613,medium coverage,Neutral Context,113,300,0.625418,,,,94,510,0.817289,96,200,0.522613,,,
686469,Vinnie Pasquantino,vinnie pasquantino,KC,1B,28,0.651549,103,3,fantasypros|fantrax|rotoballer,0.189086,18.154,39,FantasyPros,83,RotoBaller Eric Cross,122,0.836935,0.39196,medium coverage,Market Split,83,300,0.725753,,,,84,510,0.836935,122,200,0.39196,,,
806964,Sebastian Walcott,sebastian walcott,TEX,SS,,0.642077,104,3,fantasypros|fantrax|rotoballer,0.27781,41.085,90,FantasyPros,60,RotoBaller Eric Cross,150,0.872299,0.251256,medium coverage,Market Split,60,300,0.802676,,,,66,510,0.872299,150,200,0.251256,,,
664285,Framber Valdez,framber valdez,DET,RP,,0.63829,105,3,fantasypros|fantrax|rotoballer,0.141067,4.11,10,FantasyPros,100,RotoBaller Eric Cross,110,0.793713,0.452261,medium coverage,Neutral Context,100,300,0.668896,,,,106,510,0.793713,110,200,0.452261,,,
669065,Kyle Stowers,kyle stowers,MIA,1B/OF,28,0.635383,106,3,fantasypros|fantrax|rotoballer,0.162077,11.518,28,FantasyPros,90,RotoBaller Eric Cross,118,0.791749,0.41206,medium coverage,Neutral Context,90,300,0.702341,,,,107,510,0.791749,118,200,0.41206,,,
650633,Michael King,michael king,SD,RP,,0.629688,107,3,fantasypros|fantrax|rotoballer,0.123373,6.944,16,FantasyPros,104,FantraxHQ,120,0.766208,0.467337,medium coverage,Neutral Context,104,300,0.655518,,,,120,510,0.766208,107,200,0.467337,,,
805805,Walker Jenkins,walker jenkins,MIN,OF,,0.629325,108,3,fantasypros|fantrax|rotoballer,0.1548,9.877,23,FantasyPros,94,RotoBaller Eric Cross,117,0.781925,0.417085,medium coverage,Neutral Context,94,300,0.688963,,,,112,510,0.781925,117,200,0.417085,,,
695506,Jac Caglianone,jac caglianone,KC,1B/OF,23,0.626935,109,3,fantasypros|fantrax|rotoballer,0.215138,37.95,81,FantasyPros,55,FantraxHQ,136,0.819398,0.326633,medium coverage,Market Split,55,300,0.819398,,,,136,510,0.734774,135,200,0.326633,,,
680757,Steven Kwan,steven kwan,CLE,,28,0.619941,110,2,fantasypros|fantrax,0.048035,20.5,41,FantasyPros,129,FantraxHQ,170,0.667976,0.571906,medium coverage,Neutral Context,129,300,0.571906,,,,170,510,0.667976,,,,,,
691176,Jasson Dominguez,jasson dominguez,NYY,OF,,0.619251,111,2,fantasypros|fantrax,0.05069,19.5,39,FantasyPros,130,FantraxHQ,169,0.669941,0.568562,medium coverage,Neutral Context,130,300,0.568562,,,,169,510,0.669941,,,,,,
679529,Spencer Torkelson,spencer torkelson,DET,1B,26,0.618995,112,2,fantasypros|fantrax,0.13739,15.5,31,FantraxHQ,125,FantasyPros,156,0.756385,0.481605,medium coverage,Neutral Context,156,300,0.481605,,,,125,510,0.756385,,,,,,
686611,Dylan Crews,dylan crews,WSH,OF,,0.618187,113,2,fantasypros|fantrax,0.026214,29.5,59,FantasyPros,123,FantraxHQ,182,0.644401,0.591973,medium coverage,Neutral Context,123,300,0.591973,,,,182,510,0.644401,,,,,,
608324,Alex Bregman,alex bregman,CHC,3B,32,0.618175,114,3,fantasypros|fantrax|rotoballer,0.267281,36.381,80,FantraxHQ,71,RotoBaller Eric Cross,151,0.862475,0.246231,medium coverage,Market Split,77,300,0.745819,,,,71,510,0.862475,151,200,0.246231,,,
800543,Josue De Paula,josue de paula,LAD,OF,,0.617381,115,3,fantasypros|fantrax|rotoballer,0.015602,47.209,115,RotoBaller Eric Cross,75,FantraxHQ,190,0.628684,0.595318,medium coverage,Neutral Context,122,300,0.595318,,,,190,510,0.628684,75,200,0.628141,,,
666182,Bo Bichette,bo bichette,NYM,SS,28,0.616258,116,3,fantasypros|fantrax|rotoballer,0.246665,31.822,76,FantraxHQ,68,RotoBaller Eric Cross,144,0.868369,0.281407,medium coverage,Market Split,91,300,0.698997,,,,68,510,0.868369,144,200,0.281407,,,
670623,Isaac Paredes,isaac paredes,HOU,3B,27,0.614061,117,2,fantasypros|fantrax,0.1659,26.5,53,FantraxHQ,113,FantasyPros,166,0.779961,0.448161,medium coverage,Neutral Context,166,300,0.448161,,,,113,510,0.779961,,,,,,
696149,Bubba Chandler,bubba chandler,PIT,SP,,0.605875,118,3,fantasypros|fantrax|rotoballer,0.236771,34.082,81,FantasyPros,65,RotoBaller Eric Cross,146,0.785953,0.271357,medium coverage,Market Split,65,300,0.785953,,,,123,510,0.760314,146,200,0.271357,,,
543243,Sonny Gray,sonny gray,BOS,SP,,0.603143,119,1,fantrax,0.0,0.0,0,FantraxHQ,203,FantraxHQ,203,0.603143,0.603143,one-source flyer,One-Source Flyer,,,,,,,203,510,0.603143,,,,,,
680694,Kyle Bradish,kyle bradish,BAL,SP,,0.601656,120,3,fantasypros|fantrax|rotoballer,0.113694,20.833,51,RotoBaller Eric Cross,95,FantasyPros,146,0.762279,0.51505,medium coverage,Neutral Context,146,300,0.51505,,,,122,510,0.762279,95,200,0.527638,,,
691785,Marcelo Mayer,marcelo mayer,BOS,,23,0.600318,121,2,fantasypros|fantrax,0.005033,44.0,88,FantasyPros,119,FantraxHQ,207,0.605351,0.595285,medium coverage,Neutral Context,119,300,0.605351,,,,207,510,0.595285,,,,,,
666157,Nick Lodolo,nick lodolo,CIN,SP,,0.592052,122,2,fantasypros|fantrax,0.150581,18.0,36,FantraxHQ,132,FantasyPros,168,0.742633,0.441472,medium coverage,Neutral Context,168,300,0.441472,,,,132,510,0.742633,,,,,,
607192,Tyler Glasnow,tyler glasnow,LAD,SP,,0.585924,123,3,fantasypros|fantrax|rotoballer,0.156026,22.691,52,FantraxHQ,100,FantasyPros,152,0.805501,0.457286,medium coverage,Neutral Context,152,300,0.494983,,,,100,510,0.805501,109,200,0.457286,,,
642715,Willy Adames,willy adames,SF,SS,30,0.585568,124,3,fantasypros|fantrax|rotoballer,0.140293,12.083,27,RotoBaller Eric Cross,112,FantasyPros,139,0.776031,0.442211,medium coverage,Neutral Context,139,300,0.538462,,,,115,510,0.776031,112,200,0.442211,,,
661395,Jhoan Duran,jhoan duran,PHI,RP,,0.584108,125,3,fantasypros|fantrax|rotoballer,0.229445,23.443,56,FantraxHQ,89,RotoBaller Eric Cross,145,0.827112,0.276382,medium coverage,Market Split,106,300,0.648829,,,,89,510,0.827112,145,200,0.276382,,,
805779,Jacob Wilson,jacob wilson,ATH,SS,24,0.583713,126,3,fantasypros|fantrax|rotoballer,0.228002,31.016,72,FantasyPros,76,RotoBaller Eric Cross,148,0.749164,0.261307,medium coverage,Market Split,76,300,0.749164,,,,133,510,0.740668,148,200,0.261307,,,
663538,Nico Hoerner,nico hoerner,CHC,2B/SS,29,0.583416,127,3,fantasypros|fantrax|rotoballer,0.101939,16.357,38,RotoBaller Eric Cross,105,FantraxHQ,143,0.721022,0.477387,medium coverage,Neutral Context,135,300,0.551839,,,,143,510,0.721022,105,200,0.477387,,,
514888,Jose Altuve,jose altuve,HOU,2B,36,0.581141,128,2,fantasypros|fantrax,0.149703,16.5,33,FantraxHQ,138,FantasyPros,171,0.730845,0.431438,medium coverage,Neutral Context,171,300,0.431438,,,,138,510,0.730845,,,,,,
543807,George Springer,george springer,TOR,OF,36,0.579568,129,1,fantrax,0.0,0.0,0,FantraxHQ,215,FantraxHQ,215,0.579568,0.579568,one-source flyer,One-Source Flyer,,,,,,,215,510,0.579568,,,,,,
691725,Andrew Painter,andrew painter,PHI,SP,,0.579292,130,2,fantasypros|fantrax,0.01937,52.0,104,FantasyPros,121,FantraxHQ,225,0.598662,0.559921,medium coverage,Neutral Context,121,300,0.598662,,,,225,510,0.559921,,,,,,
686218,Emmet Sheehan,emmet sheehan,LAD,SP,,0.578401,131,3,fantasypros|fantrax|rotoballer,0.149608,5.312,13,FantasyPros,118,FantraxHQ,131,0.744597,0.38191,medium coverage,Neutral Context,118,300,0.608696,,,,131,510,0.744597,124,200,0.38191,,,
682622,Noelvi Marte,noelvi marte,CIN,OF,,0.578241,132,2,fantasypros|fantrax,0.079913,12.0,24,FantasyPros,151,FantraxHQ,175,0.658153,0.498328,medium coverage,Neutral Context,151,300,0.498328,,,,175,510,0.658153,,,,,,
678882,Ceddanne Rafaela,ceddanne rafaela,BOS,,25,0.574574,133,3,fantasypros|fantrax|rotoballer,0.170794,9.933,22,FantasyPros,110,RotoBaller Eric Cross,132,0.746562,0.341709,medium coverage,Neutral Context,110,300,0.635452,,,,130,510,0.746562,132,200,0.341709,,,
575929,Willson Contreras,willson contreras,BOS,,34,0.571709,134,1,fantrax,0.0,0.0,0,FantraxHQ,219,FantraxHQ,219,0.571709,0.571709,one-source flyer,One-Source Flyer,,,,,,,219,510,0.571709,,,,,,
678246,Miguel Vargas,miguel vargas,CWS,1B/3B,26,0.57008,135,2,fantrax|rotoballer,0.198764,137.0,274,RotoBaller Eric Cross,47,FantraxHQ,321,0.768844,0.371316,medium coverage,Market Split,,,,,,,321,510,0.371316,47,200,0.768844,,,
666160,Mickey Moniak,mickey moniak,COL,OF,28,0.569745,136,1,fantrax,0.0,0.0,0,FantraxHQ,220,FantraxHQ,220,0.569745,0.569745,one-source flyer,One-Source Flyer,,,,,,,220,510,0.569745,,,,,,
668909,Gavin Williams,gavin williams,CLE,SP,,0.567734,137,3,fantasypros|fantrax|rotoballer,0.113973,36.022,85,RotoBaller Eric Cross,87,FantasyPros,172,0.707269,0.428094,medium coverage,Neutral Context,172,300,0.428094,,,,150,510,0.707269,87,200,0.567839,,,
662139,Daulton Varsho,daulton varsho,TOR,OF,29,0.563851,138,1,fantrax,0.0,0.0,0,FantraxHQ,223,FantraxHQ,223,0.563851,0.563851,one-source flyer,One-Source Flyer,,,,,,,223,510,0.563851,,,,,,
696100,Hunter Goodman,hunter goodman,COL,C,26,0.563157,139,3,fantasypros|fantrax|rotoballer,0.173773,11.585,28,FantraxHQ,110,FantasyPros,138,0.785855,0.361809,medium coverage,Neutral Context,138,300,0.541806,,,,110,510,0.785855,128,200,0.361809,,,
701358,Cam Smith,cam smith,HOU,OF,23,0.560664,140,2,fantasypros|fantrax,0.052303,25.0,50,FantasyPros,148,FantraxHQ,198,0.612967,0.508361,medium coverage,Neutral Context,148,300,0.508361,,,,198,510,0.612967,,,,,,
518692,Freddie Freeman,freddie freeman,LAD,,36,0.555589,141,3,fantasypros|fantrax|rotoballer,0.348067,51.814,115,FantasyPros,72,RotoBaller Eric Cross,187,0.8389,0.065327,medium coverage,Market Split,72,300,0.762542,,,,83,510,0.8389,187,200,0.065327,,,
808959,Munetaka Murakami,munetaka murakami,CWS,1B,26,0.552718,142,3,fantasypros|fantrax|rotoballer,0.05304,77.047,176,RotoBaller Eric Cross,88,FantraxHQ,264,0.61204,0.483301,medium coverage,Neutral Context,117,300,0.61204,,,,264,510,0.483301,88,200,0.562814,,,
680718,Addison Barger,addison barger,TOR,3B/OF,26,0.550644,143,2,fantasypros|fantrax,0.186095,28.0,56,FantraxHQ,135,FantasyPros,191,0.736739,0.364548,medium coverage,Market Split,191,300,0.364548,,,,135,510,0.736739,,,,,,
669358,Shane Baz,shane baz,BAL,SP,,0.54793,144,2,fantasypros|fantrax,0.12987,5.0,10,FantraxHQ,165,FantasyPros,175,0.6778,0.41806,medium coverage,Neutral Context,175,300,0.41806,,,,165,510,0.6778,,,,,,
669257,Will Smith,will smith,LAD,,31,0.542288,145,3,fantasypros|fantrax|rotoballer,0.183182,9.568,22,FantraxHQ,118,FantasyPros,140,0.770138,0.321608,medium coverage,Market Split,140,300,0.535117,,,,118,510,0.770138,136,200,0.321608,,,
686668,Brenton Doyle,brenton doyle,COL,OF,28,0.542105,146,2,fantasypros|fantrax,0.02371,38.5,77,FantasyPros,145,FantraxHQ,222,0.565815,0.518395,medium coverage,Neutral Context,145,300,0.518395,,,,222,510,0.565815,,,,,,
666176,Jo Adell,jo adell,LAA,OF,27,0.534597,147,3,fantasypros|fantrax|rotoballer,0.240305,26.55,64,FantasyPros,97,RotoBaller Eric Cross,161,0.72888,0.19598,medium coverage,Market Split,97,300,0.67893,,,,139,510,0.72888,161,200,0.19598,,,
662253,Andres Munoz,andres munoz,SEA,RP,,0.531881,148,3,fantasypros|fantrax|rotoballer,0.360216,55.174,130,FantraxHQ,63,RotoBaller Eric Cross,193,0.878193,0.035176,medium coverage,Market Split,96,300,0.682274,,,,63,510,0.878193,193,200,0.035176,,,
671056,Ivan Herrera,ivan herrera,STL,C,25,0.527255,149,3,fantasypros|fantrax|rotoballer,0.125892,29.848,72,RotoBaller Eric Cross,106,FantasyPros,178,0.701375,0.408027,medium coverage,Neutral Context,178,300,0.408027,,,,153,510,0.701375,106,200,0.472362,,,
596115,Trevor Story,trevor story,BOS,,33,0.526523,150,1,fantrax,0.0,0.0,0,FantraxHQ,242,FantraxHQ,242,0.526523,0.526523,one-source flyer,One-Source Flyer,,,,,,,242,510,0.526523,,,,,,
676059,Jordan Westburg,jordan westburg,,,27,0.525722,151,3,fantasypros|fantrax|rotoballer,0.30314,37.277,81,FantraxHQ,98,RotoBaller Eric Cross,179,0.80943,0.105528,medium coverage,Market Split,102,300,0.662207,,,,98,510,0.80943,179,200,0.105528,,,
677800,Wilyer Abreu,wilyer abreu,BOS,,26,0.523855,152,3,fantasypros|fantrax|rotoballer,0.112276,31.351,67,FantasyPros,126,FantraxHQ,193,0.62279,0.366834,medium coverage,Neutral Context,126,300,0.58194,,,,193,510,0.62279,127,200,0.366834,,,
668939,Adley Rutschman,adley rutschman,BAL,,28,0.523145,153,3,fantasypros|fantrax|rotoballer,0.160928,25.421,62,FantasyPros,115,FantraxHQ,177,0.654224,0.296482,medium coverage,Neutral Context,115,300,0.618729,,,,177,510,0.654224,141,200,0.296482,,,
669022,MacKenzie Gore,mackenzie gore,TEX,SP,,0.519094,154,3,fantasypros|fantrax|rotoballer,0.289993,34.989,85,FantasyPros,93,RotoBaller Eric Cross,178,0.75442,0.110553,medium coverage,Market Split,93,300,0.692308,,,,126,510,0.75442,178,200,0.110553,,,
669432,Trevor Rogers,trevor rogers,BAL,SP,,0.516699,155,1,fantrax,0.0,0.0,0,FantraxHQ,247,FantraxHQ,247,0.516699,0.516699,one-source flyer,One-Source Flyer,,,,,,,247,510,0.516699,,,,,,
680570,Grayson Rodriguez,grayson rodriguez,LAA,SP,,0.514906,156,2,fantasypros|fantrax,0.123601,1.0,2,FantasyPros,183,FantraxHQ,185,0.638507,0.391304,medium coverage,Neutral Context,183,300,0.391304,,,,185,510,0.638507,,,,,,
666018,Jonathan Aranda,jonathan aranda,TB,,28,0.511214,157,3,fantasypros|fantrax|rotoballer,0.15329,28.601,69,RotoBaller Eric Cross,116,FantasyPros,185,0.726916,0.384615,medium coverage,Neutral Context,185,300,0.384615,,,,140,510,0.726916,116,200,0.422111,,,
681481,Kerry Carpenter,kerry carpenter,DET,OF,28,0.509094,158,2,fantasypros|fantrax,0.141201,5.5,11,FantraxHQ,179,FantasyPros,190,0.650295,0.367893,medium coverage,Neutral Context,190,300,0.367893,,,,179,510,0.650295,,,,,,
668904,Royce Lewis,royce lewis,MIN,1B/3B,26,0.508778,159,2,fantasypros|fantrax,0.170986,17.5,35,FantraxHQ,164,FantasyPros,199,0.679764,0.337793,medium coverage,Neutral Context,199,300,0.337793,,,,164,510,0.679764,,,,,,
802415,Chandler Simpson,chandler simpson,TB,,25,0.506417,160,3,fantasypros|fantrax|rotoballer,0.106612,35.836,77,RotoBaller Eric Cross,129,FantraxHQ,206,0.59725,0.356784,medium coverage,Neutral Context,131,300,0.565217,,,,206,510,0.59725,129,200,0.356784,,,
691723,Coby Mayo,coby mayo,BAL,1B/3B,24,0.505339,161,2,fantasypros|fantrax,0.027078,41.0,82,FantasyPros,157,FantraxHQ,239,0.532417,0.478261,medium coverage,Neutral Context,157,300,0.478261,,,,239,510,0.532417,,,,,,
519317,Giancarlo Stanton,giancarlo stanton,,,36,0.504912,162,1,fantrax,0.0,0.0,0,FantraxHQ,253,FantraxHQ,253,0.504912,0.504912,one-source flyer,One-Source Flyer,,,,,,,253,510,0.504912,,,,,,
592885,Christian Yelich,christian yelich,MIL,OF,34,0.502343,163,3,fantasypros|fantrax|rotoballer,0.197302,23.907,58,FantraxHQ,116,FantasyPros,174,0.774067,0.311558,medium coverage,Market Split,174,300,0.421405,,,,116,510,0.774067,138,200,0.311558,,,
672820,Lenyn Sosa,lenyn sosa,TOR,1B/2B,26,0.497053,164,1,fantrax,0.0,0.0,0,FantraxHQ,257,FantraxHQ,257,0.497053,0.497053,one-source flyer,One-Source Flyer,,,,,,,257,510,0.497053,,,,,,
695731,Braden Montgomery,braden montgomery,CWS,OF,,0.496895,165,2,fantasypros|fantrax,0.011946,48.0,96,FantasyPros,155,FantraxHQ,251,0.508841,0.48495,medium coverage,Neutral Context,155,300,0.48495,,,,251,510,0.508841,,,,,,
553993,Eugenio Suarez,eugenio suarez,CIN,3B,34,0.49567,166,2,fantasypros|fantrax,0.221422,36.5,73,FantraxHQ,145,FantasyPros,218,0.717092,0.274247,medium coverage,Market Split,218,300,0.274247,,,,145,510,0.717092,,,,,,
657656,Ramon Laureano,ramon laureano,SD,OF,31,0.495088,167,1,fantrax,0.0,0.0,0,FantraxHQ,258,FantraxHQ,258,0.495088,0.495088,one-source flyer,One-Source Flyer,,,,,,,258,510,0.495088,,,,,,
665795,Edward Cabrera,edward cabrera,CHC,SP,,0.494149,168,2,fantasypros|fantrax,0.146323,6.0,12,FantraxHQ,184,FantasyPros,196,0.640472,0.347826,medium coverage,Neutral Context,196,300,0.347826,,,,184,510,0.640472,,,,,,
641941,Emilio Pagan,emilio pagan,CIN,RP,,0.493124,169,1,fantrax,0.0,0.0,0,FantraxHQ,259,FantraxHQ,259,0.493124,0.493124,one-source flyer,One-Source Flyer,,,,,,,259,510,0.493124,,,,,,
807712,Luke Keaschall,luke keaschall,MIN,2B,23,0.49217,170,3,fantasypros|fantrax|rotoballer,0.219443,18.838,43,FantraxHQ,117,FantasyPros,160,0.772102,0.236181,medium coverage,Market Split,160,300,0.468227,,,,117,510,0.772102,153,200,0.236181,,,
683146,Brett Baty,brett baty,NYM,3B,26,0.48723,171,1,fantrax,0.0,0.0,0,FantraxHQ,262,FantraxHQ,262,0.48723,0.48723,one-source flyer,One-Source Flyer,,,,,,,262,510,0.48723,,,,,,
671218,Heliot Ramos,heliot ramos,SF,OF,26,0.484921,172,3,fantasypros|fantrax|rotoballer,0.172071,12.499,29,RotoBaller Eric Cross,140,FantasyPros,169,0.715128,0.301508,medium coverage,Neutral Context,169,300,0.438127,,,,146,510,0.715128,140,200,0.301508,,,
701807,Carson Benge,carson benge,NYM,OF,23,0.480105,173,3,fantasypros|fantrax|rotoballer,0.218533,10.625,26,FantasyPros,137,RotoBaller Eric Cross,163,0.709234,0.18593,medium coverage,Market Split,137,300,0.545151,,,,149,510,0.709234,163,200,0.18593,,,
645277,Ozzie Albies,ozzie albies,ATL,2B,29,0.479028,174,3,fantasypros|fantrax|rotoballer,0.138778,29.848,72,RotoBaller Eric Cross,120,FantasyPros,192,0.67387,0.361204,medium coverage,Neutral Context,192,300,0.361204,,,,167,510,0.67387,120,200,0.40201,,,
804636,Jonah Tong,jonah tong,NYM,SP,,0.478665,175,2,fantasypros|fantrax,0.077327,23.5,47,FantasyPros,180,FantraxHQ,227,0.555992,0.401338,medium coverage,Neutral Context,180,300,0.401338,,,,227,510,0.555992,,,,,,
808963,Roki Sasaki,roki sasaki,LAD,SP,,0.476742,176,3,fantasypros|fantrax|rotoballer,0.300311,33.51,81,FantasyPros,108,RotoBaller Eric Cross,189,0.732809,0.055276,medium coverage,Market Split,108,300,0.64214,,,,137,510,0.732809,189,200,0.055276,,,
680574,Matt McLain,matt mclain,CIN,2B/SS,26,0.476618,177,2,fantasypros|fantrax,0.051869,34.0,68,FantasyPros,173,FantraxHQ,241,0.528487,0.424749,medium coverage,Neutral Context,173,300,0.424749,,,,241,510,0.528487,,,,,,
671096,Andrew Abbott,andrew abbott,CIN,SP,,0.475823,178,2,fantasypros|fantrax,0.064452,29.0,58,FantasyPros,177,FantraxHQ,235,0.540275,0.411371,medium coverage,Neutral Context,177,300,0.411371,,,,235,510,0.540275,,,,,,
622491,Luis Castillo,luis castillo,SEA,SP,,0.471825,179,2,fantasypros|fantrax,0.160788,9.5,19,FantraxHQ,188,FantasyPros,207,0.632613,0.311037,medium coverage,Neutral Context,207,300,0.311037,,,,188,510,0.632613,,,,,,
700932,Kyle Manzardo,kyle manzardo,CLE,,25,0.470048,180,2,fantasypros|fantrax,0.172389,14.0,28,FantraxHQ,183,FantasyPros,211,0.642436,0.297659,medium coverage,Neutral Context,211,300,0.297659,,,,183,510,0.642436,,,,,,
592662,Robbie Ray,robbie ray,SF,SP,,0.469732,181,2,fantasypros|fantrax,0.202174,26.0,52,FantraxHQ,168,FantasyPros,220,0.671906,0.267559,medium coverage,Market Split,220,300,0.267559,,,,168,510,0.671906,,,,,,
691023,Jordan Walker,jordan walker,STL,OF,24,0.469168,182,2,fantrax|rotoballer,0.410229,227.5,455,RotoBaller Eric Cross,25,FantraxHQ,480,0.879397,0.058939,medium coverage,Market Split,,,,,,,480,510,0.058939,25,200,0.879397,,,
672515,Gabriel Moreno,gabriel moreno,ARI,,26,0.463654,183,1,fantrax,0.0,0.0,0,FantraxHQ,274,FantraxHQ,274,0.463654,0.463654,one-source flyer,One-Source Flyer,,,,,,,274,510,0.463654,,,,,,
645261,Sandy Alcantara,sandy alcantara,MIA,SP,,0.461972,184,3,fantasypros|fantrax|rotoballer,0.195575,16.357,38,FantraxHQ,141,FantasyPros,179,0.724951,0.256281,medium coverage,Market Split,179,300,0.404682,,,,141,510,0.724951,149,200,0.256281,,,
682842,Abner Uribe,abner uribe,MIL,RP,,0.46169,185,1,fantrax,0.0,0.0,0,FantraxHQ,275,FantraxHQ,275,0.46169,0.46169,one-source flyer,One-Source Flyer,,,,,,,275,510,0.46169,,,,,,
676609,José Caballero,jose caballero,NYY,,29,0.453831,186,1,fantrax,0.0,0.0,0,FantraxHQ,279,FantraxHQ,279,0.453831,0.453831,one-source flyer,One-Source Flyer,,,,,,,279,510,0.453831,,,,,,
673237,Yainer Diaz,yainer diaz,HOU,C,27,0.452974,187,2,fantasypros|fantrax,0.128559,5.5,11,FantasyPros,203,FantraxHQ,214,0.581532,0.324415,medium coverage,Neutral Context,203,300,0.324415,,,,214,510,0.581532,,,,,,
672640,Otto Lopez,otto lopez,MIA,SS,27,0.451837,188,2,fantrax|rotoballer,0.019676,78.0,156,RotoBaller Eric Cross,114,FantraxHQ,270,0.471513,0.432161,medium coverage,Neutral Context,,,,,,,270,510,0.471513,114,200,0.432161,,,
554430,Zack Wheeler,zack wheeler,PHI,SP,,0.45098,189,3,fantasypros|fantrax|rotoballer,0.303525,30.554,71,FantraxHQ,121,RotoBaller Eric Cross,192,0.764244,0.040201,medium coverage,Market Split,136,300,0.548495,,,,121,510,0.764244,192,200,0.040201,,,
545361,Mike Trout,mike trout,LAA,OF,34,0.445836,190,3,fantasypros|fantrax|rotoballer,0.224615,23.678,58,FantraxHQ,129,FantasyPros,187,0.748527,0.211055,medium coverage,Market Split,187,300,0.377926,,,,129,510,0.748527,158,200,0.211055,,,
605400,Aaron Nola,aaron nola,PHI,RP,,0.445197,191,2,fantasypros|fantrax,0.144194,0.0,0,FantasyPros,210,FantasyPros,210,0.589391,0.301003,medium coverage,Neutral Context,210,300,0.301003,,,,210,510,0.589391,,,,,,
656730,Trevor Megill,trevor megill,MIL,RP,,0.442043,192,1,fantrax,0.0,0.0,0,FantraxHQ,285,FantraxHQ,285,0.442043,0.442043,one-source flyer,One-Source Flyer,,,,,,,285,510,0.442043,,,,,,
684007,Shota Imanaga,shota imanaga,CHC,SP,,0.43992,193,3,fantasypros|fantrax|rotoballer,0.203328,11.518,28,FantasyPros,150,FantraxHQ,178,0.652259,0.165829,medium coverage,Market Split,150,300,0.501672,,,,178,510,0.652259,167,200,0.165829,,,
805300,Jakob Marsee,jakob marsee,MIA,OF,24,0.433818,194,3,fantasypros|fantrax|rotoballer,0.179412,18.055,42,FantasyPros,153,FantraxHQ,195,0.618861,0.190955,medium coverage,Neutral Context,153,300,0.491639,,,,195,510,0.618861,162,200,0.190955,,,
695657,Colson Montgomery,colson montgomery,CWS,3B/SS,24,0.433414,195,3,fantasypros|fantrax|rotoballer,0.138252,22.529,52,RotoBaller Eric Cross,142,FantraxHQ,194,0.620825,0.291457,medium coverage,Neutral Context,184,300,0.38796,,,,194,510,0.620825,142,200,0.291457,,,
623352,Josh Hader,josh hader,HOU,RP,,0.432553,196,3,fantasypros|fantrax|rotoballer,0.231484,28.64,70,FantraxHQ,128,FantasyPros,198,0.750491,0.20603,medium coverage,Market Split,198,300,0.341137,,,,128,510,0.750491,159,200,0.20603,,,
691026,Masyn Winn,masyn winn,STL,SS,24,0.429106,197,2,fantasypros|fantrax,0.101346,19.0,38,FantasyPros,202,FantraxHQ,240,0.530452,0.327759,medium coverage,Neutral Context,202,300,0.327759,,,,240,510,0.530452,,,,,,
